date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:14.605	0.003	0.025	0.428	0.194	0.003	0.006	0.193	
0:0:14.647	0.003	0.025	0.428	0.194	0.003	0.006	0.193	
0:0:14.705	0.003	0.025	0.428	0.194	0.003	0.006	0.192	
0:0:14.754	0.003	0.025	0.428	0.195	0.003	0.006	0.191	
0:0:14.797	0.003	0.025	0.429	0.195	0.003	0.006	0.190	
0:0:14.842	0.003	0.025	0.432	0.195	0.003	0.006	0.190	
0:0:14.885	0.003	0.024	0.441	0.195	0.003	0.006	0.190	
0:0:14.926	0.003	0.025	0.460	0.195	0.003	0.006	0.189	
0:0:14.969	0.003	0.025	0.490	0.195	0.003	0.006	0.190	
0:0:15.011	0.003	0.025	0.499	0.195	0.003	0.006	0.191	
0:0:15.054	0.003	0.026	0.513	0.195	0.003	0.005	0.190	
0:0:15.095	0.003	0.027	0.488	0.195	0.003	0.005	0.192	
0:0:15.139	0.003	0.028	0.464	0.194	0.003	0.005	0.193	
0:0:15.181	0.003	0.031	0.446	0.194	0.003	0.005	0.194	
0:0:15.226	0.003	0.038	0.434	0.194	0.003	0.004	0.195	
0:0:15.268	0.003	0.051	0.434	0.194	0.003	0.004	0.195	
0:0:15.312	0.003	0.073	0.433	0.194	0.003	0.003	0.196	
0:0:15.354	0.003	0.108	0.433	0.194	0.003	0.003	0.196	
0:0:15.398	0.003	0.154	0.433	0.194	0.003	0.002	0.196	
0:0:15.450	0.003	0.204	0.433	0.194	0.003	0.002	0.197	
0:0:15.495	0.003	0.245	0.435	0.194	0.003	0.002	0.197	
0:0:15.535	0.003	0.270	0.436	0.194	0.003	0.002	0.197	
0:0:15.574	0.003	0.279	0.441	0.194	0.003	0.002	0.197	
0:0:15.615	0.003	0.283	0.451	0.194	0.003	0.002	0.197	
0:0:15.661	0.003	0.285	0.457	0.194	0.003	0.002	0.197	
0:0:15.702	0.003	0.284	0.474	0.194	0.003	0.002	0.197	
0:0:15.743	0.003	0.283	0.477	0.194	0.003	0.002	0.196	
0:0:15.790	0.003	0.276	0.483	0.194	0.003	0.002	0.195	
0:0:15.832	0.003	0.263	0.484	0.194	0.003	0.002	0.195	
0:0:15.881	0.003	0.242	0.482	0.194	0.003	0.002	0.195	
0:0:15.930	0.003	0.233	0.492	0.194	0.003	0.002	0.194	
0:0:15.971	0.003	0.221	0.491	0.194	0.004	0.002	0.194	
0:0:16.014	0.003	0.199	0.486	0.194	0.004	0.002	0.193	
0:0:16.058	0.003	0.181	0.479	0.194	0.004	0.002	0.192	
0:0:16.101	0.003	0.192	0.473	0.195	0.004	0.002	0.190	
0:0:16.144	0.003	0.223	0.480	0.196	0.005	0.002	0.187	
0:0:16.187	0.003	0.253	0.473	0.197	0.005	0.002	0.185	
0:0:16.227	0.003	0.274	0.472	0.197	0.005	0.002	0.186	
0:0:16.271	0.003	0.293	0.468	0.197	0.006	0.002	0.186	
0:0:16.313	0.003	0.300	0.467	0.196	0.005	0.002	0.187	
0:0:16.354	0.003	0.300	0.468	0.196	0.005	0.002	0.189	
0:0:16.395	0.003	0.296	0.463	0.195	0.004	0.002	0.192	
0:0:16.439	0.003	0.294	0.466	0.194	0.004	0.002	0.193	
0:0:16.481	0.003	0.293	0.473	0.194	0.004	0.002	0.194	
0:0:16.522	0.003	0.292	0.482	0.194	0.003	0.002	0.194	
0:0:16.563	0.003	0.291	0.488	0.194	0.003	0.002	0.195	
0:0:16.608	0.003	0.291	0.475	0.194	0.003	0.002	0.195	
0:0:16.650	0.003	0.291	0.461	0.194	0.003	0.002	0.195	
0:0:16.692	0.003	0.290	0.448	0.194	0.003	0.002	0.195	
0:0:16.754	0.003	0.290	0.436	0.194	0.003	0.002	0.195	
0:0:16.798	0.003	0.289	0.433	0.194	0.003	0.002	0.195	
0:0:16.842	0.003	0.289	0.433	0.194	0.003	0.002	0.195	
0:0:16.883	0.003	0.289	0.433	0.194	0.003	0.002	0.195	
0:0:16.924	0.003	0.289	0.432	0.194	0.003	0.002	0.195	
0:0:16.964	0.003	0.289	0.433	0.194	0.003	0.002	0.196	
0:0:17.005	0.003	0.289	0.433	0.194	0.003	0.002	0.196	
0:0:17.048	0.003	0.289	0.434	0.194	0.003	0.002	0.196	
0:0:17.089	0.003	0.289	0.434	0.194	0.003	0.002	0.196	
0:0:17.135	0.003	0.289	0.434	0.194	0.003	0.002	0.196	
0:0:17.178	0.003	0.290	0.433	0.194	0.003	0.002	0.195	
0:0:17.220	0.003	0.290	0.433	0.194	0.003	0.002	0.195	
0:0:17.265	0.003	0.290	0.431	0.194	0.003	0.002	0.195	
0:0:17.308	0.003	0.290	0.429	0.194	0.003	0.002	0.195	
0:0:17.352	0.003	0.289	0.428	0.194	0.003	0.002	0.195	
0:0:17.406	0.003	0.288	0.428	0.194	0.003	0.002	0.195	
0:0:17.455	0.003	0.286	0.427	0.194	0.003	0.002	0.195	
0:0:17.497	0.003	0.283	0.427	0.194	0.003	0.002	0.195	
0:0:17.541	0.003	0.278	0.427	0.194	0.003	0.002	0.196	
0:0:17.588	0.003	0.273	0.428	0.194	0.004	0.002	0.197	
0:0:17.639	0.003	0.271	0.428	0.194	0.008	0.002	0.197	
0:0:17.680	0.003	0.265	0.429	0.194	0.018	0.002	0.198	
0:0:17.727	0.003	0.255	0.428	0.194	0.036	0.002	0.199	
0:0:17.776	0.003	0.239	0.402	0.194	0.051	0.002	0.203	
0:0:17.821	0.003	0.217	0.336	0.194	0.068	0.002	0.208	
0:0:17.862	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:17.902	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:17.947	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:17.990	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:18.060	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:18.101	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:18.142	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:18.182	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:18.223	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
