date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:20.088	0.003	0.025	0.427	0.194	0.003	0.005	0.197	
0:0:20.149	0.003	0.025	0.427	0.194	0.003	0.005	0.197	
0:0:20.208	0.003	0.025	0.427	0.194	0.003	0.006	0.196	
0:0:20.268	0.003	0.025	0.427	0.194	0.003	0.006	0.196	
0:0:20.329	0.003	0.025	0.427	0.194	0.003	0.006	0.196	
0:0:20.391	0.003	0.025	0.427	0.194	0.003	0.006	0.197	
0:0:20.458	0.003	0.025	0.427	0.194	0.003	0.006	0.197	
0:0:20.527	0.003	0.025	0.427	0.194	0.003	0.006	0.197	
0:0:20.595	0.003	0.025	0.427	0.194	0.003	0.006	0.197	
0:0:20.657	0.003	0.025	0.427	0.194	0.003	0.006	0.197	
0:0:20.719	0.003	0.025	0.427	0.194	0.003	0.006	0.197	
0:0:20.780	0.003	0.025	0.427	0.194	0.003	0.006	0.197	
0:0:20.841	0.003	0.025	0.427	0.194	0.003	0.006	0.197	
0:0:20.903	0.003	0.024	0.427	0.194	0.003	0.006	0.196	
0:0:20.966	0.003	0.024	0.427	0.194	0.003	0.006	0.196	
0:0:21.033	0.003	0.024	0.427	0.194	0.003	0.006	0.196	
0:0:21.093	0.003	0.025	0.427	0.194	0.003	0.006	0.196	
0:0:21.156	0.003	0.025	0.427	0.194	0.003	0.006	0.196	
0:0:21.217	0.003	0.025	0.427	0.194	0.003	0.006	0.196	
0:0:21.277	0.003	0.025	0.427	0.194	0.003	0.006	0.195	
0:0:21.338	0.003	0.025	0.427	0.194	0.003	0.006	0.195	
0:0:21.414	0.003	0.025	0.427	0.194	0.003	0.006	0.195	
0:0:21.479	0.003	0.025	0.427	0.194	0.003	0.006	0.195	
0:0:21.546	0.003	0.025	0.427	0.194	0.003	0.006	0.195	
0:0:21.607	0.003	0.025	0.427	0.194	0.003	0.006	0.195	
0:0:21.684	0.003	0.025	0.427	0.194	0.003	0.006	0.195	
0:0:21.746	0.003	0.025	0.427	0.194	0.003	0.006	0.195	
0:0:21.808	0.003	0.025	0.428	0.194	0.003	0.006	0.195	
0:0:21.871	0.003	0.025	0.429	0.194	0.003	0.006	0.196	
0:0:21.941	0.003	0.025	0.429	0.194	0.003	0.006	0.196	
0:0:22.002	0.003	0.025	0.430	0.194	0.003	0.006	0.197	
0:0:22.062	0.003	0.025	0.431	0.194	0.003	0.005	0.198	
0:0:22.122	0.003	0.024	0.432	0.194	0.003	0.005	0.199	
0:0:22.182	0.003	0.024	0.434	0.194	0.003	0.005	0.201	
0:0:22.251	0.003	0.024	0.436	0.193	0.003	0.005	0.204	
0:0:22.317	0.003	0.024	0.437	0.193	0.003	0.005	0.207	
0:0:22.380	0.003	0.023	0.436	0.190	0.003	0.005	0.211	
0:0:22.441	0.003	0.022	0.446	0.188	0.003	0.005	0.225	
