date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:18.019	0.008	0.004	0.966	0.157	0.010	0.004	0.873	
0:0:18.071	0.007	0.006	0.712	0.148	0.006	0.004	0.603	
0:0:18.121	0.008	0.007	0.464	0.122	0.004	0.004	0.427	
0:0:18.177	0.013	0.008	0.288	0.091	0.002	0.003	0.324	
0:0:18.229	0.026	0.007	0.180	0.061	0.002	0.002	0.275	
0:0:18.279	0.077	0.005	0.104	0.037	0.003	0.002	0.245	
0:0:18.330	0.211	0.004	0.064	0.023	0.003	0.002	0.228	
0:0:18.380	0.224	0.004	0.059	0.022	0.003	0.002	0.218	
0:0:18.435	0.148	0.005	0.068	0.027	0.003	0.002	0.209	
0:0:18.486	0.084	0.006	0.083	0.035	0.003	0.002	0.202	
0:0:18.539	0.023	0.009	0.140	0.062	0.004	0.003	0.198	
0:0:18.589	0.009	0.014	0.216	0.100	0.004	0.004	0.194	
0:0:18.644	0.004	0.020	0.307	0.148	0.004	0.005	0.186	
