date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:30.968	0.003	0.038	0.428	0.194	0.003	0.006	0.224	
0:0:31.033	0.003	0.036	0.428	0.194	0.003	0.006	0.220	
0:0:31.095	0.003	0.035	0.428	0.194	0.003	0.006	0.218	
0:0:31.158	0.003	0.037	0.428	0.194	0.003	0.006	0.221	
0:0:31.229	0.003	0.037	0.428	0.194	0.003	0.006	0.220	
0:0:31.292	0.003	0.035	0.428	0.194	0.003	0.006	0.218	
0:0:31.369	0.003	0.033	0.428	0.194	0.003	0.006	0.214	
0:0:31.439	0.003	0.030	0.428	0.194	0.003	0.006	0.209	
0:0:31.503	0.003	0.028	0.428	0.194	0.003	0.006	0.205	
0:0:31.569	0.003	0.027	0.429	0.194	0.003	0.006	0.203	
0:0:31.636	0.003	0.025	0.429	0.194	0.003	0.005	0.202	
0:0:31.704	0.003	0.023	0.429	0.194	0.003	0.005	0.204	
0:0:31.771	0.003	0.023	0.429	0.194	0.003	0.005	0.208	
0:0:31.840	0.003	0.024	0.429	0.194	0.003	0.005	0.205	
0:0:31.910	0.003	0.024	0.429	0.194	0.003	0.005	0.204	
0:0:32.002	0.003	0.024	0.429	0.194	0.003	0.005	0.206	
0:0:32.067	0.003	0.024	0.428	0.194	0.003	0.005	0.205	
0:0:32.133	0.003	0.024	0.428	0.194	0.003	0.005	0.208	
0:0:32.201	0.003	0.024	0.428	0.194	0.003	0.005	0.208	
0:0:32.269	0.003	0.024	0.428	0.194	0.003	0.005	0.209	
0:0:32.336	0.003	0.024	0.429	0.194	0.003	0.005	0.212	
0:0:32.401	0.003	0.026	0.428	0.194	0.003	0.005	0.220	
0:0:32.471	0.003	0.031	0.428	0.194	0.003	0.005	0.236	
0:0:32.556	0.003	0.035	0.427	0.194	0.002	0.006	0.241	
0:0:32.625	0.003	0.043	0.427	0.194	0.002	0.006	0.252	
0:0:32.691	0.003	0.045	0.427	0.194	0.002	0.006	0.247	
0:0:32.755	0.003	0.047	0.427	0.194	0.002	0.006	0.246	
0:0:32.817	0.003	0.068	0.427	0.194	0.002	0.007	0.272	
0:0:32.880	0.003	0.109	0.427	0.194	0.002	0.007	0.310	
0:0:32.942	0.003	0.116	0.427	0.194	0.002	0.008	0.315	
0:0:33.003	0.003	0.110	0.427	0.194	0.002	0.007	0.310	
0:0:33.064	0.003	0.123	0.427	0.194	0.002	0.008	0.321	
0:0:33.126	0.003	0.109	0.427	0.194	0.002	0.007	0.310	
0:0:33.192	0.003	0.153	0.427	0.194	0.002	0.008	0.344	
0:0:33.261	0.003	0.189	0.427	0.194	0.002	0.008	0.368	
0:0:33.330	0.003	0.124	0.427	0.194	0.002	0.008	0.323	
0:0:33.402	0.003	0.087	0.427	0.194	0.002	0.007	0.290	
0:0:33.470	0.003	0.079	0.427	0.194	0.002	0.007	0.282	
0:0:33.533	0.003	0.071	0.427	0.194	0.002	0.007	0.272	
0:0:33.598	0.003	0.064	0.427	0.194	0.002	0.007	0.264	
0:0:33.667	0.003	0.066	0.427	0.194	0.002	0.007	0.266	
0:0:33.732	0.003	0.066	0.427	0.194	0.002	0.007	0.265	
0:0:33.799	0.003	0.064	0.427	0.194	0.002	0.007	0.263	
0:0:33.872	0.003	0.057	0.427	0.194	0.002	0.006	0.256	
0:0:33.938	0.003	0.053	0.427	0.194	0.002	0.006	0.250	
0:0:33.999	0.003	0.049	0.427	0.194	0.002	0.006	0.244	
0:0:34.060	0.003	0.051	0.427	0.194	0.002	0.006	0.248	
0:0:34.126	0.003	0.053	0.427	0.194	0.002	0.006	0.251	
0:0:34.189	0.003	0.049	0.427	0.194	0.002	0.006	0.246	
0:0:34.257	0.003	0.040	0.427	0.194	0.003	0.006	0.230	
0:0:34.325	0.003	0.040	0.427	0.194	0.003	0.006	0.229	
0:0:34.388	0.003	0.045	0.428	0.194	0.002	0.006	0.237	
0:0:34.464	0.003	0.047	0.428	0.194	0.002	0.006	0.240	
0:0:34.532	0.003	0.043	0.428	0.194	0.002	0.006	0.233	
0:0:34.596	0.003	0.041	0.428	0.194	0.003	0.006	0.230	
0:0:34.659	0.003	0.038	0.428	0.194	0.003	0.006	0.222	
0:0:34.723	0.003	0.038	0.428	0.194	0.003	0.006	0.223	
0:0:34.796	0.003	0.041	0.428	0.194	0.003	0.006	0.227	
0:0:34.865	0.003	0.041	0.428	0.194	0.003	0.006	0.229	
0:0:34.927	0.003	0.038	0.428	0.194	0.003	0.006	0.223	
0:0:34.990	0.003	0.037	0.428	0.194	0.003	0.006	0.221	
0:0:35.054	0.003	0.040	0.428	0.194	0.003	0.006	0.226	
0:0:35.118	0.003	0.034	0.428	0.194	0.003	0.006	0.215	
0:0:35.182	0.003	0.032	0.428	0.194	0.003	0.006	0.212	
0:0:35.251	0.003	0.030	0.428	0.194	0.003	0.006	0.208	
0:0:35.335	0.003	0.031	0.428	0.194	0.003	0.006	0.209	
0:0:35.398	0.003	0.031	0.428	0.194	0.003	0.006	0.210	
0:0:35.459	0.003	0.033	0.428	0.194	0.003	0.006	0.213	
0:0:35.525	0.003	0.036	0.428	0.194	0.003	0.006	0.219	
0:0:35.592	0.003	0.036	0.428	0.194	0.003	0.006	0.220	
0:0:35.654	0.003	0.046	0.428	0.194	0.002	0.006	0.238	
0:0:35.726	0.003	0.076	0.428	0.194	0.002	0.007	0.280	
0:0:35.794	0.003	0.110	0.428	0.194	0.002	0.007	0.319	
0:0:35.857	0.003	0.138	0.428	0.194	0.002	0.008	0.342	
0:0:35.922	0.003	0.190	0.428	0.194	0.002	0.008	0.376	
0:0:35.986	0.003	0.184	0.428	0.194	0.002	0.008	0.373	
0:0:36.048	0.003	0.152	0.428	0.194	0.002	0.008	0.352	
0:0:36.109	0.003	0.145	0.428	0.194	0.002	0.008	0.348	
0:0:36.176	0.003	0.177	0.427	0.194	0.002	0.008	0.369	
0:0:36.241	0.003	0.123	0.427	0.194	0.002	0.008	0.334	
0:0:36.307	0.003	0.149	0.427	0.194	0.002	0.008	0.354	
0:0:36.371	0.003	0.124	0.427	0.194	0.002	0.008	0.336	
0:0:36.437	0.003	0.108	0.427	0.194	0.002	0.007	0.324	
0:0:36.501	0.003	0.090	0.428	0.194	0.002	0.007	0.308	
0:0:36.562	0.003	0.086	0.428	0.194	0.002	0.007	0.302	
0:0:36.633	0.003	0.090	0.428	0.194	0.002	0.007	0.304	
0:0:36.699	0.003	0.092	0.428	0.194	0.002	0.007	0.306	
0:0:36.767	0.003	0.112	0.428	0.194	0.002	0.007	0.323	
0:0:36.850	0.003	0.093	0.428	0.194	0.002	0.007	0.304	
0:0:36.921	0.003	0.098	0.428	0.194	0.002	0.007	0.308	
0:0:36.992	0.003	0.083	0.428	0.194	0.002	0.007	0.291	
0:0:37.059	0.003	0.090	0.428	0.194	0.002	0.007	0.298	
0:0:37.129	0.003	0.105	0.428	0.194	0.002	0.007	0.316	
0:0:37.193	0.003	0.130	0.428	0.194	0.002	0.008	0.340	
0:0:37.258	0.003	0.105	0.428	0.194	0.002	0.007	0.324	
0:0:37.324	0.003	0.085	0.428	0.194	0.002	0.007	0.300	
0:0:37.389	0.003	0.080	0.428	0.194	0.002	0.007	0.300	
0:0:37.452	0.003	0.081	0.428	0.194	0.002	0.007	0.310	
0:0:37.514	0.003	0.084	0.428	0.194	0.002	0.007	0.317	
0:0:37.581	0.003	0.085	0.428	0.194	0.002	0.007	0.316	
0:0:37.652	0.003	0.070	0.428	0.194	0.002	0.007	0.294	
0:0:37.725	0.003	0.059	0.428	0.194	0.002	0.006	0.276	
0:0:37.794	0.003	0.070	0.428	0.194	0.002	0.007	0.287	
0:0:37.859	0.003	0.072	0.428	0.194	0.002	0.007	0.293	
0:0:37.929	0.003	0.094	0.428	0.194	0.002	0.007	0.316	
0:0:37.993	0.003	0.103	0.428	0.194	0.002	0.007	0.318	
0:0:38.057	0.003	0.123	0.428	0.194	0.002	0.008	0.336	
0:0:38.119	0.003	0.164	0.428	0.194	0.002	0.008	0.369	
0:0:38.185	0.003	0.236	0.428	0.194	0.002	0.009	0.415	
0:0:38.249	0.003	0.231	0.428	0.194	0.002	0.009	0.406	
0:0:38.310	0.003	0.180	0.428	0.194	0.002	0.008	0.374	
0:0:38.375	0.003	0.202	0.428	0.194	0.002	0.008	0.389	
0:0:38.438	0.003	0.140	0.428	0.194	0.002	0.008	0.346	
0:0:38.501	0.003	0.101	0.428	0.194	0.002	0.007	0.313	
0:0:38.566	0.003	0.096	0.427	0.194	0.002	0.007	0.308	
0:0:38.636	0.003	0.074	0.427	0.194	0.002	0.007	0.283	
0:0:38.702	0.003	0.067	0.427	0.194	0.002	0.007	0.275	
0:0:38.765	0.003	0.059	0.427	0.194	0.002	0.006	0.268	
0:0:38.835	0.003	0.050	0.427	0.194	0.002	0.006	0.255	
0:0:38.921	0.003	0.040	0.428	0.194	0.003	0.006	0.231	
0:0:38.986	0.003	0.041	0.428	0.194	0.003	0.006	0.232	
0:0:39.050	0.003	0.045	0.427	0.194	0.002	0.006	0.242	
0:0:39.116	0.003	0.049	0.427	0.194	0.002	0.006	0.247	
0:0:39.191	0.003	0.056	0.427	0.194	0.002	0.006	0.258	
0:0:39.258	0.003	0.052	0.427	0.194	0.002	0.006	0.252	
0:0:39.323	0.003	0.061	0.427	0.194	0.002	0.007	0.264	
0:0:39.385	0.003	0.076	0.427	0.194	0.002	0.007	0.285	
0:0:39.448	0.003	0.155	0.427	0.194	0.002	0.008	0.368	
0:0:39.510	0.003	0.215	0.427	0.194	0.002	0.008	0.409	
0:0:39.571	0.003	0.248	0.427	0.194	0.002	0.009	0.425	
0:0:39.632	0.003	0.170	0.427	0.194	0.002	0.008	0.378	
0:0:39.693	0.003	0.154	0.427	0.194	0.002	0.008	0.360	
0:0:39.754	0.003	0.142	0.427	0.194	0.002	0.008	0.350	
0:0:39.815	0.003	0.161	0.427	0.194	0.002	0.008	0.362	
0:0:39.878	0.003	0.145	0.427	0.194	0.002	0.008	0.350	
0:0:39.946	0.003	0.136	0.427	0.194	0.002	0.008	0.343	
0:0:40.012	0.003	0.091	0.427	0.194	0.002	0.007	0.298	
0:0:40.073	0.003	0.069	0.427	0.194	0.002	0.007	0.273	
0:0:40.141	0.003	0.060	0.427	0.194	0.002	0.007	0.263	
0:0:40.201	0.003	0.054	0.427	0.194	0.002	0.006	0.253	
0:0:40.264	0.003	0.054	0.427	0.194	0.002	0.006	0.253	
0:0:40.328	0.003	0.055	0.427	0.194	0.002	0.006	0.255	
0:0:40.394	0.003	0.059	0.427	0.194	0.002	0.007	0.259	
0:0:40.470	0.003	0.050	0.427	0.194	0.002	0.006	0.246	
0:0:40.532	0.003	0.045	0.427	0.194	0.002	0.006	0.238	
0:0:40.597	0.003	0.043	0.427	0.194	0.002	0.006	0.235	
0:0:40.659	0.003	0.046	0.427	0.194	0.002	0.006	0.240	
0:0:40.721	0.003	0.048	0.427	0.194	0.002	0.006	0.244	
0:0:40.788	0.003	0.044	0.427	0.194	0.002	0.006	0.238	
0:0:40.856	0.003	0.038	0.427	0.194	0.003	0.006	0.227	
0:0:40.923	0.003	0.038	0.427	0.194	0.003	0.006	0.225	
0:0:40.990	0.003	0.042	0.427	0.194	0.002	0.006	0.232	
0:0:41.054	0.003	0.044	0.427	0.194	0.002	0.006	0.235	
0:0:41.119	0.003	0.048	0.427	0.194	0.002	0.006	0.241	
0:0:41.182	0.003	0.049	0.427	0.194	0.002	0.006	0.242	
0:0:41.247	0.003	0.055	0.427	0.194	0.002	0.006	0.250	
0:0:41.312	0.003	0.072	0.427	0.194	0.002	0.007	0.272	
0:0:41.377	0.003	0.115	0.427	0.194	0.002	0.008	0.316	
0:0:41.438	0.003	0.147	0.427	0.194	0.002	0.008	0.345	
0:0:41.505	0.003	0.218	0.427	0.194	0.002	0.009	0.394	
0:0:41.567	0.003	0.227	0.427	0.194	0.002	0.009	0.413	
0:0:41.636	0.003	0.176	0.427	0.194	0.002	0.008	0.392	
0:0:41.697	0.003	0.250	0.428	0.194	0.002	0.009	0.444	
0:0:41.763	0.003	0.261	0.428	0.194	0.002	0.009	0.452	
0:0:41.827	0.003	0.110	0.428	0.194	0.002	0.007	0.341	
0:0:41.887	0.003	0.059	0.428	0.194	0.002	0.006	0.266	
0:0:41.948	0.003	0.041	0.428	0.194	0.002	0.006	0.231	
0:0:42.022	0.003	0.033	0.428	0.194	0.003	0.006	0.213	
0:0:42.091	0.003	0.031	0.428	0.194	0.003	0.006	0.208	
0:0:42.160	0.003	0.032	0.428	0.194	0.003	0.006	0.210	
0:0:42.234	0.003	0.032	0.428	0.194	0.003	0.006	0.210	
0:0:42.300	0.003	0.033	0.428	0.194	0.003	0.006	0.213	
0:0:42.365	0.003	0.048	0.428	0.194	0.002	0.006	0.238	
0:0:42.433	0.003	0.079	0.428	0.194	0.002	0.007	0.279	
0:0:42.510	0.003	0.156	0.428	0.194	0.002	0.008	0.349	
0:0:42.578	0.003	0.311	0.428	0.194	0.002	0.009	0.435	
0:0:42.640	0.003	0.686	0.428	0.194	0.001	0.011	0.570	
0:0:42.704	0.003	0.825	0.427	0.194	0.001	0.011	0.622	
0:0:42.766	0.003	0.715	0.427	0.194	0.001	0.011	0.596	
0:0:42.828	0.003	0.350	0.427	0.194	0.001	0.009	0.469	
0:0:42.912	0.003	0.126	0.427	0.194	0.002	0.008	0.334	
0:0:42.981	0.003	0.062	0.427	0.194	0.002	0.007	0.269	
0:0:43.044	0.003	0.053	0.427	0.194	0.002	0.006	0.255	
0:0:43.108	0.003	0.046	0.427	0.194	0.002	0.006	0.246	
0:0:43.171	0.003	0.041	0.427	0.194	0.002	0.006	0.240	
0:0:43.232	0.003	0.040	0.427	0.194	0.003	0.006	0.232	
0:0:43.294	0.003	0.037	0.427	0.194	0.003	0.006	0.227	
0:0:43.354	0.003	0.036	0.428	0.194	0.003	0.006	0.223	
0:0:43.416	0.003	0.037	0.427	0.194	0.003	0.006	0.226	
0:0:43.484	0.003	0.046	0.427	0.194	0.002	0.006	0.240	
0:0:43.549	0.003	0.042	0.427	0.194	0.002	0.006	0.233	
0:0:43.612	0.003	0.047	0.428	0.194	0.002	0.006	0.242	
0:0:43.674	0.003	0.044	0.428	0.194	0.002	0.006	0.236	
0:0:43.740	0.003	0.042	0.428	0.194	0.002	0.006	0.234	
0:0:43.806	0.003	0.040	0.428	0.194	0.003	0.006	0.229	
0:0:43.870	0.003	0.040	0.428	0.194	0.003	0.006	0.229	
0:0:43.939	0.003	0.039	0.428	0.194	0.003	0.006	0.228	
0:0:44.004	0.003	0.039	0.428	0.194	0.003	0.006	0.227	
0:0:44.074	0.003	0.043	0.428	0.194	0.002	0.006	0.233	
0:0:44.141	0.003	0.041	0.428	0.194	0.003	0.006	0.230	
0:0:44.206	0.003	0.045	0.428	0.194	0.002	0.006	0.235	
0:0:44.268	0.003	0.040	0.428	0.194	0.003	0.006	0.228	
0:0:44.332	0.003	0.042	0.428	0.194	0.003	0.006	0.230	
0:0:44.396	0.003	0.040	0.428	0.194	0.003	0.006	0.226	
0:0:44.463	0.003	0.044	0.428	0.194	0.002	0.006	0.234	
0:0:44.528	0.003	0.041	0.428	0.194	0.003	0.006	0.228	
0:0:44.589	0.003	0.039	0.428	0.194	0.003	0.006	0.225	
0:0:44.654	0.003	0.039	0.428	0.194	0.003	0.006	0.224	
0:0:44.716	0.003	0.037	0.428	0.194	0.003	0.006	0.220	
0:0:44.778	0.003	0.038	0.428	0.194	0.003	0.006	0.223	
0:0:44.839	0.003	0.039	0.428	0.194	0.003	0.006	0.225	
0:0:44.902	0.003	0.042	0.428	0.194	0.003	0.006	0.229	
0:0:44.969	0.003	0.040	0.428	0.194	0.003	0.006	0.226	
0:0:45.032	0.003	0.045	0.428	0.194	0.002	0.006	0.235	
0:0:45.096	0.003	0.048	0.428	0.194	0.002	0.006	0.241	
0:0:45.156	0.003	0.047	0.428	0.194	0.002	0.006	0.239	
0:0:45.223	0.003	0.052	0.428	0.194	0.002	0.006	0.247	
0:0:45.290	0.003	0.054	0.428	0.194	0.002	0.006	0.251	
0:0:45.354	0.003	0.052	0.428	0.194	0.002	0.006	0.248	
0:0:45.417	0.003	0.048	0.428	0.194	0.002	0.006	0.243	
0:0:45.479	0.003	0.047	0.428	0.194	0.002	0.006	0.241	
0:0:45.545	0.003	0.043	0.428	0.194	0.002	0.006	0.235	
0:0:45.609	0.003	0.041	0.428	0.194	0.002	0.006	0.231	
0:0:45.686	0.003	0.039	0.428	0.194	0.003	0.006	0.228	
0:0:45.749	0.003	0.039	0.427	0.194	0.003	0.006	0.227	
0:0:45.811	0.003	0.040	0.428	0.194	0.003	0.006	0.228	
0:0:45.875	0.003	0.040	0.427	0.194	0.003	0.006	0.228	
0:0:45.941	0.003	0.036	0.427	0.194	0.003	0.006	0.222	
0:0:46.002	0.003	0.036	0.427	0.194	0.003	0.006	0.220	
0:0:46.068	0.003	0.037	0.427	0.194	0.003	0.006	0.222	
0:0:46.135	0.003	0.040	0.428	0.194	0.003	0.006	0.227	
0:0:46.202	0.003	0.039	0.428	0.194	0.003	0.006	0.226	
0:0:46.266	0.003	0.041	0.428	0.194	0.003	0.006	0.229	
0:0:46.335	0.003	0.041	0.428	0.194	0.003	0.006	0.229	
0:0:46.398	0.003	0.043	0.428	0.194	0.002	0.006	0.233	
0:0:46.461	0.003	0.052	0.428	0.194	0.002	0.006	0.246	
0:0:46.526	0.003	0.052	0.428	0.194	0.002	0.006	0.248	
0:0:46.587	0.003	0.042	0.428	0.194	0.003	0.006	0.231	
