date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:15.187	0.004	0.005	0.261	0.195	0.004	0.005	0.179	
0:0:15.252	0.004	0.005	0.254	0.193	0.004	0.005	0.179	
0:0:15.317	0.004	0.006	0.268	0.203	0.004	0.006	0.179	
0:0:15.384	0.003	0.007	0.293	0.214	0.004	0.006	0.179	
0:0:15.476	0.003	0.007	0.322	0.220	0.004	0.008	0.179	
0:0:15.539	0.003	0.006	0.343	0.220	0.004	0.011	0.180	
0:0:15.598	0.003	0.006	0.347	0.217	0.004	0.012	0.179	
0:0:15.665	0.003	0.006	0.345	0.210	0.004	0.022	0.177	
0:0:15.726	0.003	0.006	0.337	0.211	0.004	0.021	0.177	
0:0:15.786	0.003	0.006	0.334	0.204	0.004	0.025	0.180	
0:0:15.854	0.003	0.006	0.317	0.195	0.004	0.026	0.181	
0:0:15.914	0.003	0.006	0.294	0.185	0.004	0.027	0.183	
0:0:15.976	0.003	0.006	0.297	0.180	0.004	0.026	0.183	
0:0:16.036	0.003	0.006	0.290	0.172	0.004	0.023	0.185	
0:0:16.098	0.004	0.005	0.293	0.168	0.003	0.021	0.186	
0:0:16.160	0.004	0.005	0.311	0.168	0.003	0.022	0.187	
0:0:16.228	0.004	0.005	0.328	0.168	0.003	0.022	0.189	
0:0:16.294	0.004	0.005	0.339	0.172	0.003	0.024	0.188	
0:0:16.365	0.003	0.005	0.348	0.178	0.003	0.025	0.188	
0:0:16.425	0.003	0.006	0.352	0.182	0.003	0.026	0.188	
0:0:16.489	0.003	0.006	0.362	0.188	0.003	0.026	0.188	
0:0:16.565	0.003	0.006	0.371	0.195	0.003	0.027	0.189	
0:0:16.633	0.003	0.006	0.373	0.197	0.003	0.028	0.189	
0:0:16.694	0.003	0.006	0.373	0.201	0.003	0.030	0.189	
0:0:16.764	0.003	0.006	0.365	0.202	0.003	0.031	0.189	
0:0:16.840	0.003	0.006	0.365	0.203	0.003	0.031	0.189	
0:0:16.901	0.003	0.007	0.381	0.205	0.003	0.031	0.189	
0:0:16.971	0.003	0.009	0.396	0.205	0.003	0.032	0.188	
0:0:17.034	0.003	0.014	0.410	0.208	0.003	0.028	0.187	
0:0:17.097	0.003	0.021	0.420	0.211	0.003	0.025	0.184	
0:0:17.160	0.003	0.024	0.423	0.207	0.003	0.019	0.185	
0:0:17.225	0.003	0.025	0.425	0.203	0.003	0.013	0.186	
0:0:17.295	0.003	0.026	0.427	0.201	0.003	0.009	0.184	
0:0:17.362	0.003	0.027	0.428	0.200	0.003	0.008	0.183	
0:0:17.442	0.003	0.026	0.429	0.198	0.003	0.007	0.186	
0:0:17.504	0.003	0.026	0.429	0.197	0.003	0.006	0.186	
0:0:17.565	0.003	0.026	0.430	0.197	0.003	0.006	0.187	
0:0:17.628	0.003	0.026	0.430	0.196	0.003	0.006	0.191	
0:0:17.698	0.003	0.025	0.434	0.196	0.003	0.006	0.193	
0:0:17.764	0.003	0.025	0.435	0.196	0.003	0.006	0.194	
0:0:17.826	0.003	0.025	0.439	0.196	0.003	0.005	0.198	
0:0:17.887	0.003	0.024	0.446	0.196	0.003	0.005	0.205	
0:0:17.947	0.003	0.024	0.452	0.196	0.003	0.005	0.211	
0:0:18.013	0.003	0.022	0.467	0.196	0.003	0.005	0.225	
0:0:18.076	0.003	0.022	0.471	0.196	0.003	0.005	0.229	
0:0:18.135	0.003	0.022	0.469	0.196	0.003	0.005	0.231	
0:0:18.202	0.003	0.022	0.468	0.196	0.003	0.005	0.229	
0:0:18.265	0.003	0.023	0.465	0.196	0.003	0.005	0.227	
0:0:18.331	0.003	0.023	0.460	0.196	0.003	0.005	0.223	
0:0:18.391	0.003	0.023	0.461	0.196	0.003	0.005	0.224	
0:0:18.457	0.003	0.023	0.462	0.196	0.003	0.005	0.224	
0:0:18.520	0.003	0.022	0.462	0.196	0.003	0.005	0.223	
0:0:18.584	0.003	0.023	0.459	0.195	0.003	0.005	0.222	
0:0:18.645	0.003	0.022	0.460	0.195	0.003	0.005	0.223	
0:0:18.710	0.003	0.023	0.458	0.195	0.003	0.005	0.221	
0:0:18.770	0.003	0.023	0.459	0.195	0.003	0.005	0.222	
0:0:18.828	0.003	0.023	0.460	0.195	0.003	0.005	0.223	
0:0:18.895	0.003	0.023	0.457	0.195	0.003	0.005	0.221	
0:0:18.956	0.003	0.023	0.458	0.195	0.003	0.005	0.221	
0:0:19.018	0.003	0.023	0.458	0.195	0.003	0.005	0.220	
0:0:19.086	0.003	0.023	0.457	0.195	0.003	0.005	0.217	
0:0:19.159	0.003	0.023	0.457	0.195	0.003	0.005	0.219	
0:0:19.226	0.003	0.023	0.455	0.195	0.003	0.005	0.216	
0:0:19.289	0.003	0.023	0.455	0.194	0.003	0.005	0.218	
0:0:19.357	0.003	0.023	0.456	0.194	0.003	0.005	0.219	
0:0:19.420	0.003	0.023	0.452	0.193	0.003	0.005	0.217	
0:0:19.483	0.003	0.023	0.452	0.193	0.003	0.005	0.217	
0:0:19.544	0.003	0.023	0.451	0.192	0.003	0.005	0.218	
0:0:19.603	0.003	0.023	0.452	0.192	0.003	0.005	0.218	
0:0:19.665	0.003	0.023	0.452	0.192	0.003	0.005	0.218	
0:0:19.746	0.003	0.022	0.454	0.191	0.003	0.005	0.220	
0:0:19.810	0.003	0.022	0.455	0.192	0.003	0.005	0.220	
0:0:19.871	0.003	0.022	0.453	0.192	0.003	0.005	0.219	
0:0:19.930	0.003	0.022	0.453	0.192	0.003	0.005	0.221	
0:0:19.989	0.003	0.022	0.453	0.192	0.003	0.005	0.222	
0:0:20.050	0.003	0.022	0.454	0.193	0.003	0.005	0.222	
0:0:20.114	0.003	0.022	0.456	0.193	0.003	0.005	0.225	
0:0:20.179	0.003	0.022	0.457	0.193	0.003	0.005	0.227	
0:0:20.245	0.003	0.022	0.459	0.193	0.003	0.005	0.229	
0:0:20.304	0.003	0.022	0.461	0.193	0.003	0.005	0.233	
0:0:20.375	0.003	0.021	0.463	0.193	0.003	0.005	0.235	
0:0:20.444	0.003	0.022	0.456	0.192	0.003	0.005	0.228	
0:0:20.510	0.003	0.022	0.446	0.192	0.003	0.005	0.220	
0:0:20.583	0.003	0.022	0.438	0.191	0.003	0.005	0.215	
0:0:20.648	0.003	0.017	0.430	0.190	0.003	0.005	0.210	
0:0:20.714	0.003	0.015	0.420	0.187	0.003	0.005	0.208	
0:0:20.775	0.003	0.013	0.412	0.184	0.003	0.005	0.207	
0:0:20.836	0.003	0.012	0.403	0.181	0.003	0.005	0.204	
0:0:20.899	0.003	0.011	0.390	0.175	0.003	0.005	0.201	
0:0:20.958	0.004	0.009	0.374	0.168	0.003	0.005	0.200	
0:0:21.020	0.004	0.009	0.351	0.157	0.003	0.005	0.198	
0:0:21.088	0.005	0.007	0.325	0.145	0.002	0.006	0.197	
0:0:21.149	0.005	0.006	0.300	0.133	0.002	0.006	0.196	
0:0:21.215	0.005	0.006	0.302	0.135	0.002	0.007	0.196	
0:0:21.276	0.005	0.006	0.299	0.134	0.002	0.008	0.196	
0:0:21.335	0.005	0.009	0.310	0.141	0.002	0.009	0.196	
0:0:21.395	0.005	0.013	0.325	0.151	0.003	0.012	0.196	
0:0:21.456	0.004	0.018	0.353	0.164	0.003	0.013	0.196	
0:0:21.515	0.003	0.021	0.376	0.175	0.003	0.012	0.196	
0:0:21.584	0.003	0.023	0.392	0.183	0.003	0.011	0.197	
0:0:21.648	0.003	0.024	0.406	0.189	0.003	0.009	0.198	
0:0:21.711	0.003	0.024	0.416	0.192	0.003	0.008	0.199	
