date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:23.702	0.003	0.088	0.422	0.194	0.002	0.007	0.300	
0:0:23.781	0.003	0.114	0.423	0.194	0.002	0.008	0.327	
0:0:23.843	0.003	0.175	0.425	0.194	0.002	0.008	0.378	
0:0:23.908	0.003	0.118	0.428	0.194	0.002	0.008	0.330	
0:0:23.974	0.003	0.118	0.429	0.194	0.002	0.008	0.330	
0:0:24.035	0.003	0.110	0.429	0.194	0.002	0.007	0.322	
0:0:24.100	0.003	0.094	0.430	0.194	0.002	0.007	0.308	
0:0:24.183	0.003	0.077	0.431	0.194	0.002	0.007	0.289	
0:0:24.261	0.003	0.063	0.430	0.194	0.002	0.007	0.271	
0:0:24.335	0.003	0.044	0.431	0.194	0.002	0.006	0.241	
0:0:24.396	0.003	0.038	0.430	0.194	0.003	0.006	0.230	
0:0:24.460	0.003	0.040	0.430	0.194	0.003	0.006	0.235	
0:0:24.527	0.003	0.036	0.430	0.194	0.003	0.006	0.227	
0:0:24.595	0.003	0.032	0.429	0.194	0.003	0.006	0.218	
0:0:24.659	0.003	0.029	0.429	0.194	0.003	0.006	0.213	
0:0:24.753	0.003	0.027	0.430	0.194	0.003	0.006	0.209	
0:0:24.843	0.003	0.026	0.430	0.194	0.003	0.006	0.208	
0:0:24.911	0.003	0.026	0.429	0.194	0.003	0.006	0.206	
0:0:24.975	0.003	0.026	0.429	0.194	0.003	0.005	0.206	
0:0:25.043	0.003	0.026	0.429	0.194	0.003	0.005	0.206	
0:0:25.117	0.003	0.026	0.429	0.194	0.003	0.006	0.204	
0:0:25.178	0.003	0.026	0.429	0.194	0.003	0.006	0.204	
0:0:25.239	0.003	0.026	0.429	0.194	0.003	0.005	0.205	
0:0:25.299	0.003	0.026	0.429	0.194	0.003	0.005	0.208	
0:0:25.370	0.003	0.026	0.429	0.194	0.003	0.005	0.209	
0:0:25.433	0.003	0.026	0.429	0.194	0.003	0.005	0.212	
0:0:25.510	0.003	0.027	0.429	0.194	0.003	0.006	0.215	
0:0:25.575	0.003	0.027	0.429	0.194	0.003	0.006	0.217	
0:0:25.638	0.003	0.029	0.430	0.194	0.003	0.006	0.221	
0:0:25.710	0.003	0.030	0.429	0.194	0.003	0.006	0.228	
0:0:25.773	0.003	0.032	0.429	0.194	0.003	0.006	0.228	
0:0:25.836	0.003	0.033	0.429	0.194	0.003	0.006	0.227	
0:0:25.906	0.003	0.032	0.429	0.194	0.003	0.006	0.227	
0:0:25.971	0.003	0.029	0.429	0.194	0.003	0.006	0.220	
0:0:26.033	0.003	0.028	0.430	0.194	0.003	0.006	0.217	
0:0:26.095	0.003	0.027	0.430	0.194	0.003	0.006	0.216	
0:0:26.156	0.003	0.026	0.430	0.194	0.003	0.006	0.214	
0:0:26.225	0.003	0.026	0.429	0.194	0.003	0.006	0.213	
0:0:26.302	0.003	0.025	0.429	0.194	0.003	0.006	0.213	
0:0:26.365	0.003	0.025	0.429	0.194	0.003	0.006	0.213	
0:0:26.435	0.003	0.025	0.429	0.194	0.003	0.006	0.211	
0:0:26.499	0.003	0.025	0.429	0.194	0.003	0.006	0.214	
0:0:26.562	0.003	0.025	0.430	0.194	0.003	0.006	0.214	
0:0:26.628	0.003	0.024	0.430	0.194	0.003	0.006	0.213	
0:0:26.774	0.003	0.024	0.431	0.194	0.003	0.006	0.217	
0:0:26.837	0.003	0.025	0.431	0.194	0.003	0.006	0.219	
0:0:26.907	0.003	0.025	0.431	0.194	0.003	0.006	0.226	
0:0:26.980	0.003	0.025	0.430	0.194	0.003	0.007	0.232	
0:0:27.101	0.003	0.024	0.430	0.194	0.003	0.007	0.241	
0:0:27.165	0.003	0.024	0.430	0.194	0.003	0.007	0.255	
0:0:27.229	0.003	0.024	0.430	0.194	0.003	0.007	0.258	
0:0:27.295	0.003	0.021	0.430	0.194	0.003	0.009	0.265	
0:0:27.425	0.003	0.021	0.430	0.194	0.003	0.010	0.249	
0:0:27.488	0.003	0.022	0.430	0.194	0.003	0.008	0.238	
0:0:27.556	0.003	0.023	0.430	0.194	0.003	0.008	0.238	
0:0:27.701	0.003	0.024	0.430	0.194	0.003	0.008	0.232	
0:0:27.763	0.003	0.024	0.430	0.194	0.003	0.008	0.226	
