date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:1:6.304	0.001	0.732	8.456	32.463	39.601	0.028	0.022	
0:1:6.481	0.001	0.430	5.930	20.119	18.500	0.043	0.021	
0:1:6.637	0.001	0.124	4.243	12.081	4.384	0.028	0.052	
0:1:6.831	0.002	0.013	2.399	2.281	0.218	0.010	0.339	
0:1:7.004	0.005	0.005	2.306	0.788	0.087	0.006	0.840	
0:1:7.160	0.008	0.003	2.724	0.409	0.060	0.004	2.033	
0:1:7.330	0.009	0.002	3.756	0.274	0.084	0.002	5.269	
0:1:7.505	0.012	0.002	5.841	0.235	0.059	0.001	11.442	
0:1:7.724	0.011	0.002	8.208	0.227	0.060	0.001	12.412	
0:1:7.881	0.012	0.002	12.579	0.289	0.058	0.001	13.671	
0:1:8.042	0.012	0.002	25.828	0.464	0.060	0.001	14.188	
0:1:8.193	0.012	0.002	28.399	0.801	0.060	0.001	14.499	
0:1:8.351	0.012	0.002	19.870	2.009	0.059	0.001	14.610	
0:1:8.501	0.012	0.002	20.443	1.083	0.060	0.001	14.655	
0:1:8.702	0.012	0.002	18.270	0.794	0.062	0.001	14.368	
0:1:8.924	0.011	0.002	26.627	0.339	0.071	0.001	13.390	
0:1:9.099	0.006	0.003	36.461	0.276	0.162	0.001	7.960	
0:1:9.265	0.008	0.003	39.617	0.233	0.116	0.001	9.694	
0:1:9.456	0.007	0.003	48.493	0.236	0.133	0.001	8.745	
0:1:9.633	0.010	0.002	39.788	0.210	0.079	0.001	12.070	
0:1:9.807	0.008	0.002	37.516	0.224	0.106	0.001	10.075	
0:1:9.964	0.009	0.002	46.814	0.215	0.089	0.001	11.203	
0:1:10.122	0.010	0.002	40.586	0.206	0.072	0.001	12.688	
0:1:10.313	0.011	0.002	41.576	0.204	0.067	0.001	13.318	
0:1:10.537	0.011	0.002	49.861	0.203	0.066	0.001	13.539	
0:1:10.763	0.010	0.002	47.620	0.209	0.075	0.001	12.646	
0:1:10.960	0.011	0.002	41.704	0.207	0.069	0.001	13.194	
0:1:11.152	0.011	0.002	25.532	0.207	0.063	0.001	14.008	
0:1:11.440	0.011	0.002	18.930	0.216	0.062	0.001	14.055	
0:1:11.669	0.012	0.002	7.815	0.216	0.060	0.001	14.162	
0:1:13.379	0.011	0.002	69.554	0.194	0.048	0.001	16.882	
0:1:14.210	0.012	0.002	90.587	0.195	0.062	0.001	15.100	
0:1:14.955	0.012	0.002	96.835	0.194	0.056	0.001	15.120	
0:1:15.271	0.012	0.002	95.382	0.194	0.057	0.001	14.903	
0:1:15.517	0.012	0.002	47.353	0.192	0.057	0.001	14.844	
0:1:15.783	0.012	0.002	5.148	0.195	0.058	0.001	14.145	
0:1:16.001	0.012	0.002	6.956	0.197	0.055	0.004	2.818	
0:1:16.400	0.002	0.027	0.595	0.223	0.006	0.007	0.176	
0:1:16.835	0.001	0.117	0.042	0.359	0.342	0.015	0.030	
0:1:17.153	0.002	0.006	0.005	0.295	0.960	0.035	0.068	
0:1:17.571	0.001	0.088	0.005	1.627	20.073	0.246	0.008	
0:1:17.833	0.001	0.139	0.005	1.768	37.793	0.383	0.005	
0:1:18.077	0.001	0.018	0.005	0.806	3.233	0.128	0.033	
0:1:18.418	0.001	0.012	0.005	0.885	1.811	0.104	0.050	
0:1:18.664	0.001	0.083	1.424	1.183	5.905	0.176	0.020	
0:1:18.858	0.001	0.052	3.747	0.452	2.611	0.119	0.030	
0:1:19.137	0.001	0.100	1.352	0.449	2.105	0.162	0.014	
0:1:19.339	0.001	0.017	0.107	0.282	0.408	0.053	0.059	
