date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:1:7.282	0.004	0.008	1.294	0.243	0.035	0.007	0.452	
0:1:7.435	0.003	0.011	1.253	0.269	0.054	0.009	0.323	
0:1:7.579	0.002	0.019	1.629	0.340	0.242	0.013	0.211	
0:1:7.762	0.006	0.004	1.872	0.231	0.056	0.007	0.927	
0:1:7.914	0.004	0.005	1.918	0.255	0.095	0.008	0.691	
0:1:8.075	0.004	0.007	2.104	0.286	0.175	0.009	0.544	
0:1:8.218	0.004	0.005	2.281	0.277	0.166	0.009	0.756	
0:1:8.375	0.003	0.009	2.336	0.350	0.481	0.012	0.394	
0:1:8.531	0.002	0.010	2.343	0.356	0.557	0.013	0.353	
0:1:8.696	0.005	0.004	2.376	0.261	0.146	0.008	0.917	
0:1:8.846	0.005	0.004	2.423	0.265	0.156	0.008	0.845	
0:1:8.995	0.004	0.006	2.475	0.294	0.283	0.010	0.593	
0:1:9.146	0.005	0.004	2.600	0.271	0.216	0.009	0.814	
0:1:9.290	0.003	0.008	2.527	0.324	0.480	0.012	0.445	
0:1:9.438	0.002	0.026	2.534	0.443	2.060	0.020	0.162	
0:1:9.591	0.001	0.077	2.526	0.584	6.689	0.033	0.068	
0:1:9.747	0.001	0.134	2.502	0.670	11.592	0.042	0.044	
0:1:9.905	0.001	0.147	2.465	0.687	12.577	0.043	0.040	
0:1:10.056	0.001	0.050	2.390	0.524	3.732	0.026	0.094	
0:1:10.202	0.003	0.007	2.267	0.301	0.284	0.010	0.515	
0:1:10.342	0.002	0.012	2.196	0.340	0.471	0.013	0.319	
0:1:10.516	0.002	0.013	2.274	0.356	0.540	0.013	0.296	
0:1:10.675	0.002	0.032	2.079	0.422	1.047	0.019	0.138	
0:1:10.823	0.001	0.181	2.120	0.675	8.902	0.041	0.035	
0:1:10.973	0.001	0.480	2.138	0.866	23.334	0.064	0.016	
0:1:11.113	0.001	0.133	2.369	0.649	8.472	0.039	0.044	
0:1:11.286	0.001	0.162	2.549	0.680	10.847	0.043	0.038	
0:1:11.459	0.001	0.089	2.894	0.603	7.338	0.034	0.061	
0:1:11.637	0.001	0.077	2.762	0.583	7.315	0.032	0.068	
0:1:11.816	0.001	0.044	2.697	0.512	4.368	0.026	0.107	
0:1:11.956	0.001	0.085	2.854	0.606	8.409	0.034	0.062	
0:1:12.131	0.001	0.110	3.265	0.646	10.443	0.039	0.050	
0:1:12.285	0.001	0.088	2.661	0.609	8.278	0.035	0.060	
0:1:12.461	0.001	0.138	2.790	0.683	12.803	0.043	0.043	
0:1:12.627	0.001	0.131	2.968	0.677	12.239	0.042	0.044	
0:1:12.795	0.001	0.080	2.700	0.595	6.992	0.034	0.066	
0:1:13.183	0.003	0.006	3.158	0.303	0.383	0.010	0.566	
0:1:14.657	0.001	0.036	99.512	0.485	6.784	0.003	0.578	
0:1:15.159	0.001	1.502	99.764	1.219	93.803	0.006	0.041	
0:1:15.513	0.001	1.223	99.922	1.163	92.263	0.006	0.048	
0:1:15.887	0.001	1.626	99.898	1.230	96.270	0.006	0.043	
0:1:16.148	0.001	1.681	99.954	1.244	95.926	0.006	0.041	
0:1:16.444	0.001	1.591	99.981	1.240	95.411	0.006	0.041	
0:1:16.727	0.001	1.680	99.967	1.230	95.146	0.006	0.040	
0:1:16.960	0.001	1.715	99.972	1.226	93.730	0.006	0.039	
0:1:17.170	0.001	1.653	99.954	1.238	97.172	0.006	0.040	
0:1:17.447	0.001	1.628	99.936	1.236	96.797	0.006	0.040	
0:1:17.794	0.001	1.536	99.962	1.230	95.296	0.006	0.043	
0:1:18.036	0.001	1.557	99.944	1.242	98.351	0.006	0.043	
0:1:18.294	0.001	1.520	99.681	1.237	97.082	0.006	0.043	
0:1:18.569	0.001	0.379	99.624	0.878	59.659	0.004	0.127	
0:1:18.798	0.001	0.131	37.909	0.674	22.055	0.003	0.257	
0:1:18.992	0.001	0.039	23.086	0.495	6.333	0.003	0.606	
0:1:19.189	0.001	0.077	40.442	0.589	16.254	0.004	0.278	
0:1:19.380	0.001	0.383	86.513	0.880	67.090	0.011	0.057	
0:1:19.608	0.001	1.145	96.752	1.155	90.298	0.018	0.024	
0:1:19.807	0.001	1.174	95.610	1.163	88.206	0.013	0.029	
0:1:19.991	0.001	1.029	78.470	1.125	82.395	0.017	0.026	
0:1:20.170	0.001	0.655	38.671	1.005	77.645	0.013	0.039	
0:1:20.351	0.001	0.162	17.351	0.710	36.483	0.011	0.093	
0:1:20.515	0.005	0.004	7.214	0.269	0.458	0.003	1.729	
0:1:20.730	0.010	0.002	7.974	0.207	0.087	0.003	3.377	
0:1:20.890	0.012	0.002	5.102	0.197	0.063	0.003	3.248	
0:1:21.048	0.012	0.002	3.570	0.196	0.059	0.003	3.354	
0:1:21.224	0.012	0.002	3.416	0.196	0.059	0.004	3.143	
0:1:21.396	0.012	0.002	4.241	0.195	0.057	0.003	3.581	
0:1:21.555	0.012	0.002	7.827	0.195	0.060	0.003	3.523	
0:1:21.732	0.012	0.002	18.775	0.195	0.062	0.003	3.424	
0:1:21.891	0.012	0.002	58.567	0.195	0.061	0.003	3.531	
0:1:22.317	0.012	0.002	72.395	0.195	0.065	0.003	4.204	
0:1:22.467	0.012	0.002	74.058	0.196	0.071	0.002	4.663	
0:1:22.607	0.012	0.002	38.300	0.195	0.065	0.002	5.494	
0:1:22.756	0.012	0.002	27.655	0.195	0.067	0.002	6.098	
0:1:22.908	0.012	0.002	42.230	0.195	0.069	0.001	8.069	
0:1:23.046	0.012	0.002	15.771	0.195	0.069	0.002	6.868	
0:1:23.192	0.012	0.002	24.818	0.195	0.074	0.002	6.134	
0:1:23.368	0.012	0.002	77.469	0.195	0.083	0.002	5.301	
0:1:23.521	0.012	0.002	69.732	0.195	0.076	0.002	4.738	
0:1:23.691	0.012	0.002	81.195	0.195	0.083	0.002	4.942	
0:1:23.851	0.012	0.002	91.795	0.195	0.082	0.002	4.988	
0:1:24.005	0.012	0.002	37.771	0.194	0.075	0.003	3.965	
0:1:24.149	0.012	0.002	24.083	0.191	0.087	0.003	3.253	
0:1:24.284	0.018	0.002	8.395	0.156	0.060	0.004	2.337	
0:1:24.428	9.556	0.001	0.266	0.009	0.006	0.001	1.865	
0:1:24.577	18.032	0.001	0.207	0.006	0.004	0.001	1.566	
0:1:24.727	19.863	0.001	0.127	0.006	0.004	0.001	1.399	
0:1:24.920	1.927	0.002	0.324	0.013	0.055	0.002	0.224	
0:1:25.084	0.011	0.098	3.391	0.070	10.972	0.011	0.008	
0:1:25.241	0.001	1.728	6.124	1.142	60.195	0.154	0.006	
0:1:25.391	0.001	1.491	3.832	1.060	60.623	0.139	0.006	
0:1:25.539	0.001	1.931	4.404	1.184	60.348	0.141	0.006	
0:1:25.769	0.001	1.403	5.723	1.075	59.700	0.117	0.007	
0:1:25.989	0.001	2.117	2.460	1.158	54.378	0.132	0.005	
0:1:26.164	0.001	3.383	0.654	1.066	9.922	0.129	0.002	
0:1:26.443	0.001	4.259	0.320	1.160	8.820	0.233	0.002	
0:1:26.624	0.001	0.095	0.438	0.327	0.026	0.018	0.065	
0:1:26.803	0.001	0.007	0.465	0.204	0.001	0.002	4.057	
0:1:26.987	0.001	0.010	0.440	0.195	0.001	0.003	1.360	
0:1:27.167	0.002	0.011	0.433	0.194	0.001	0.003	1.118	
0:1:27.355	0.002	0.015	0.427	0.194	0.002	0.005	0.316	
0:1:27.576	0.002	0.006	0.406	0.195	0.002	0.004	0.393	
0:1:27.753	0.003	0.010	0.232	0.194	0.004	0.006	0.251	
0:1:29.285	0.002	0.013	0.179	80.089	0.004	0.004	0.432	
0:1:29.936	0.002	0.012	0.125	0.260	0.005	0.004	0.319	
0:1:30.364	0.003	0.023	0.465	0.199	0.003	0.006	0.214	
0:1:30.628	0.003	0.019	0.625	0.216	0.007	0.006	0.241	
0:1:30.885	0.004	0.010	0.932	0.224	0.016	0.007	0.382	
0:1:31.162	0.007	0.003	2.137	0.215	0.051	0.006	1.406	
0:1:31.399	0.010	0.002	2.535	0.204	0.058	0.006	2.034	
0:1:31.627	0.011	0.002	2.403	0.203	0.053	0.006	2.031	
0:1:31.910	0.011	0.002	2.434	0.200	0.053	0.005	2.091	
0:1:32.194	0.011	0.002	2.592	0.209	0.064	0.006	2.012	
0:1:32.521	0.011	0.002	2.562	0.202	0.065	0.005	2.098	
0:1:32.792	0.012	0.002	3.044	0.194	0.067	0.005	2.510	
0:1:33.199	0.012	0.002	3.219	0.194	0.072	0.003	4.188	
0:1:33.637	0.012	0.002	3.202	0.194	0.072	0.002	6.530	
0:1:33.862	0.012	0.002	3.881	0.194	0.064	0.003	3.754	
0:1:34.045	0.012	0.002	3.498	0.194	0.067	0.003	3.636	
0:1:34.240	0.012	0.002	3.583	0.194	0.073	0.004	3.130	
0:1:34.446	0.012	0.002	4.305	0.194	0.080	0.003	3.188	
0:1:34.662	0.012	0.002	89.378	0.194	0.095	0.003	3.146	
0:1:34.894	0.012	0.002	6.349	0.194	0.128	0.003	3.328	
0:1:35.224	0.012	0.002	4.849	0.196	0.136	0.003	3.412	
0:1:35.501	0.012	0.002	49.045	0.194	0.134	0.004	3.085	
0:1:35.752	0.012	0.002	16.521	0.195	0.280	0.003	3.264	
0:1:35.901	0.011	0.002	13.484	0.197	0.340	0.003	3.077	
0:1:36.086	0.011	0.002	24.432	0.200	0.202	0.004	2.912	
0:1:36.238	0.011	0.002	21.545	0.200	0.160	0.004	2.629	
0:1:36.386	0.010	0.002	10.816	0.205	0.153	0.004	2.318	
0:1:36.553	0.010	0.002	8.177	0.204	0.117	0.005	2.278	
0:1:36.722	0.009	0.002	5.571	0.210	0.161	0.005	2.052	
0:1:36.900	0.011	0.002	4.556	0.199	0.111	0.005	2.295	
0:1:37.056	0.011	0.002	7.315	0.197	0.114	0.005	2.407	
0:1:37.215	0.011	0.002	12.760	0.196	0.107	0.005	2.415	
0:1:37.373	0.012	0.002	7.063	0.196	0.097	0.005	2.469	
0:1:37.541	0.011	0.002	11.082	0.197	0.117	0.004	2.585	
0:1:37.708	0.011	0.002	25.811	0.197	0.113	0.004	2.767	
0:1:37.864	0.012	0.002	27.224	0.196	0.123	0.004	2.925	
0:1:38.014	0.012	0.002	20.478	0.195	0.129	0.003	3.399	
0:1:38.159	0.012	0.002	24.683	0.195	0.113	0.003	3.435	
0:1:38.317	0.012	0.002	19.082	0.195	0.101	0.003	3.762	
0:1:38.490	0.012	0.002	14.661	0.195	0.095	0.003	3.798	
0:1:38.659	0.012	0.002	15.391	0.195	0.088	0.003	3.560	
0:1:38.811	0.012	0.002	43.477	0.195	0.088	0.003	3.208	
0:1:38.974	0.012	0.002	46.264	0.195	0.084	0.003	3.176	
0:1:39.159	0.012	0.002	7.634	0.194	0.067	0.004	2.831	
0:1:39.300	0.011	0.002	6.539	0.194	0.060	0.004	2.686	
0:1:39.727	0.012	0.002	22.127	0.194	0.065	0.004	2.652	
0:1:39.877	0.012	0.002	20.250	0.194	0.066	0.003	3.180	
0:1:40.029	0.012	0.002	10.189	0.194	0.067	0.003	3.342	
0:1:40.173	0.012	0.002	24.614	0.194	0.075	0.003	3.249	
