date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:28.859	0.003	0.026	0.436	0.194	0.003	0.005	0.223	
0:0:28.926	0.003	0.026	0.433	0.194	0.003	0.005	0.220	
0:0:29.001	0.003	0.026	0.431	0.194	0.003	0.005	0.219	
0:0:29.064	0.003	0.026	0.430	0.194	0.003	0.005	0.219	
0:0:29.134	0.003	0.026	0.428	0.194	0.003	0.005	0.226	
0:0:29.201	0.003	0.026	0.429	0.194	0.003	0.005	0.226	
0:0:29.266	0.003	0.025	0.428	0.194	0.003	0.005	0.228	
0:0:29.329	0.003	0.025	0.424	0.194	0.003	0.005	0.229	
0:0:29.395	0.003	0.025	0.427	0.194	0.003	0.005	0.235	
0:0:29.479	0.003	0.025	0.429	0.194	0.003	0.005	0.239	
0:0:29.550	0.003	0.025	0.430	0.194	0.003	0.004	0.246	
0:0:29.614	0.003	0.025	0.432	0.194	0.003	0.004	0.249	
0:0:29.683	0.003	0.025	0.436	0.194	0.003	0.004	0.247	
0:0:29.790	0.003	0.025	0.432	0.194	0.003	0.004	0.251	
0:0:29.877	0.003	0.025	0.431	0.194	0.003	0.004	0.259	
0:0:29.947	0.003	0.024	0.435	0.194	0.003	0.004	0.268	
0:0:30.015	0.003	0.024	0.438	0.194	0.003	0.004	0.274	
0:0:30.079	0.003	0.024	0.439	0.194	0.003	0.004	0.270	
0:0:30.151	0.003	0.024	0.441	0.194	0.003	0.004	0.266	
0:0:30.217	0.003	0.024	0.441	0.195	0.003	0.004	0.266	
0:0:30.282	0.003	0.024	0.436	0.195	0.003	0.004	0.264	
0:0:30.347	0.003	0.024	0.446	0.195	0.003	0.004	0.260	
0:0:30.417	0.003	0.024	0.451	0.195	0.003	0.004	0.260	
0:0:30.485	0.003	0.024	0.451	0.195	0.003	0.004	0.263	
0:0:30.554	0.003	0.024	0.449	0.195	0.003	0.004	0.256	
0:0:30.617	0.003	0.023	0.455	0.195	0.003	0.004	0.254	
0:0:30.679	0.003	0.024	0.456	0.195	0.003	0.004	0.251	
0:0:30.764	0.003	0.023	0.455	0.195	0.003	0.004	0.252	
0:0:30.834	0.003	0.023	0.456	0.195	0.003	0.004	0.250	
0:0:30.899	0.003	0.023	0.456	0.195	0.003	0.005	0.247	
0:0:30.965	0.003	0.024	0.444	0.195	0.003	0.005	0.229	
0:0:31.046	0.003	0.024	0.442	0.195	0.003	0.005	0.223	
0:0:31.112	0.003	0.024	0.433	0.196	0.003	0.005	0.219	
0:0:31.187	0.003	0.024	0.426	0.195	0.003	0.005	0.214	
0:0:31.251	0.003	0.024	0.427	0.194	0.003	0.005	0.212	
0:0:31.315	0.003	0.024	0.426	0.194	0.003	0.005	0.210	
0:0:31.388	0.003	0.024	0.426	0.194	0.003	0.005	0.208	
0:0:31.454	0.003	0.025	0.425	0.194	0.003	0.005	0.206	
0:0:31.524	0.003	0.025	0.426	0.194	0.003	0.005	0.207	
0:0:31.590	0.003	0.025	0.426	0.194	0.003	0.005	0.205	
0:0:31.661	0.003	0.025	0.426	0.194	0.003	0.005	0.206	
0:0:31.730	0.003	0.025	0.426	0.194	0.003	0.005	0.207	
0:0:31.800	0.003	0.025	0.425	0.194	0.003	0.005	0.207	
0:0:31.870	0.003	0.024	0.424	0.194	0.003	0.005	0.207	
0:0:31.945	0.003	0.024	0.422	0.194	0.003	0.005	0.210	
0:0:32.021	0.003	0.024	0.422	0.194	0.003	0.005	0.213	
0:0:32.086	0.003	0.024	0.421	0.194	0.003	0.005	0.214	
0:0:32.162	0.003	0.023	0.414	0.194	0.003	0.005	0.221	
0:0:32.229	0.003	0.023	0.414	0.194	0.003	0.005	0.223	
0:0:32.292	0.003	0.023	0.407	0.194	0.003	0.005	0.225	
0:0:32.364	0.003	0.023	0.411	0.194	0.003	0.005	0.223	
0:0:32.444	0.003	0.023	0.414	0.195	0.003	0.005	0.225	
0:0:32.511	0.003	0.023	0.415	0.194	0.003	0.005	0.223	
0:0:32.581	0.003	0.024	0.417	0.195	0.003	0.005	0.222	
0:0:32.655	0.003	0.024	0.418	0.195	0.003	0.005	0.220	
0:0:32.719	0.003	0.024	0.426	0.195	0.003	0.005	0.215	
0:0:32.783	0.003	0.024	0.429	0.195	0.003	0.005	0.209	
0:0:32.845	0.003	0.025	0.431	0.195	0.003	0.005	0.206	
0:0:32.910	0.003	0.025	0.432	0.195	0.003	0.005	0.205	
0:0:32.978	0.003	0.025	0.432	0.195	0.003	0.005	0.205	
0:0:33.047	0.003	0.025	0.431	0.195	0.003	0.005	0.206	
0:0:33.118	0.003	0.025	0.430	0.194	0.003	0.005	0.205	
0:0:33.185	0.003	0.025	0.430	0.194	0.003	0.005	0.207	
0:0:33.266	0.003	0.025	0.430	0.194	0.003	0.005	0.208	
0:0:33.330	0.003	0.024	0.430	0.194	0.003	0.005	0.211	
0:0:33.393	0.003	0.024	0.430	0.194	0.003	0.005	0.213	
0:0:33.464	0.003	0.024	0.428	0.194	0.003	0.005	0.213	
0:0:33.527	0.003	0.024	0.429	0.194	0.003	0.005	0.213	
0:0:33.592	0.003	0.024	0.430	0.194	0.003	0.005	0.212	
0:0:33.657	0.003	0.024	0.429	0.194	0.003	0.005	0.211	
0:0:33.725	0.003	0.024	0.430	0.194	0.003	0.005	0.213	
0:0:33.791	0.003	0.024	0.429	0.194	0.003	0.005	0.213	
0:0:33.857	0.003	0.024	0.430	0.194	0.003	0.005	0.215	
0:0:33.921	0.003	0.024	0.430	0.194	0.003	0.005	0.215	
0:0:33.986	0.003	0.024	0.431	0.194	0.003	0.005	0.217	
0:0:34.050	0.003	0.024	0.431	0.194	0.003	0.005	0.221	
0:0:34.115	0.003	0.024	0.431	0.194	0.003	0.005	0.222	
0:0:34.183	0.003	0.024	0.432	0.194	0.003	0.005	0.227	
0:0:34.265	0.003	0.024	0.433	0.194	0.003	0.005	0.226	
0:0:34.337	0.003	0.024	0.435	0.194	0.003	0.005	0.225	
0:0:34.402	0.003	0.024	0.438	0.195	0.003	0.005	0.225	
0:0:34.465	0.003	0.024	0.440	0.195	0.003	0.005	0.222	
0:0:34.528	0.003	0.024	0.441	0.195	0.003	0.005	0.221	
0:0:34.596	0.003	0.024	0.448	0.195	0.003	0.005	0.220	
0:0:34.658	0.003	0.024	0.456	0.195	0.003	0.005	0.223	
0:0:34.725	0.003	0.024	0.457	0.195	0.003	0.005	0.219	
0:0:34.805	0.003	0.025	0.461	0.195	0.003	0.005	0.217	
0:0:34.870	0.003	0.025	0.459	0.195	0.003	0.005	0.216	
0:0:34.936	0.003	0.025	0.455	0.195	0.003	0.005	0.215	
0:0:35.025	0.003	0.025	0.450	0.195	0.003	0.005	0.218	
0:0:35.086	0.003	0.025	0.448	0.195	0.003	0.005	0.218	
0:0:35.153	0.003	0.024	0.445	0.195	0.003	0.005	0.219	
0:0:35.221	0.003	0.025	0.443	0.194	0.003	0.005	0.214	
0:0:35.291	0.003	0.024	0.441	0.194	0.003	0.005	0.216	
0:0:35.352	0.003	0.024	0.443	0.194	0.003	0.005	0.220	
0:0:35.412	0.003	0.024	0.445	0.194	0.003	0.005	0.220	
0:0:35.477	0.003	0.024	0.445	0.194	0.003	0.005	0.225	
0:0:35.541	0.003	0.024	0.444	0.194	0.003	0.005	0.226	
0:0:35.607	0.003	0.024	0.443	0.194	0.003	0.005	0.230	
0:0:35.674	0.003	0.024	0.443	0.194	0.003	0.005	0.228	
0:0:35.737	0.003	0.023	0.443	0.194	0.003	0.005	0.250	
0:0:35.804	0.003	0.023	0.445	0.194	0.003	0.005	0.252	
0:0:35.865	0.003	0.022	0.446	0.194	0.003	0.005	0.256	
0:0:35.930	0.003	0.022	0.444	0.194	0.003	0.005	0.262	
0:0:35.996	0.003	0.022	0.447	0.194	0.003	0.005	0.261	
0:0:36.064	0.003	0.023	0.446	0.194	0.003	0.005	0.249	
0:0:36.129	0.003	0.023	0.446	0.194	0.003	0.005	0.235	
0:0:36.196	0.003	0.024	0.443	0.194	0.003	0.005	0.234	
0:0:36.261	0.003	0.024	0.442	0.194	0.003	0.005	0.223	
0:0:36.330	0.003	0.025	0.441	0.194	0.003	0.005	0.221	
0:0:36.403	0.003	0.025	0.438	0.194	0.003	0.005	0.218	
0:0:36.472	0.003	0.025	0.434	0.194	0.003	0.005	0.218	
