date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:17.724	0.001	1.035	1.745	0.749	5.663	0.056	0.023	
0:0:17.790	0.001	0.820	1.814	0.739	6.104	0.054	0.025	
0:0:17.855	0.001	0.527	1.747	0.655	3.437	0.045	0.033	
0:0:17.920	0.001	0.270	1.608	0.553	1.541	0.033	0.048	
0:0:17.988	0.001	0.209	1.477	0.516	1.063	0.029	0.051	
0:0:18.054	0.001	0.135	1.405	0.462	0.632	0.023	0.066	
0:0:18.126	0.001	0.136	1.377	0.466	0.660	0.023	0.061	
0:0:18.201	0.001	0.109	1.428	0.450	0.606	0.021	0.071	
0:0:18.269	0.001	0.069	1.595	0.419	0.530	0.019	0.102	
0:0:18.333	0.002	0.041	1.807	0.390	0.491	0.016	0.147	
0:0:18.401	0.002	0.026	2.046	0.368	0.460	0.014	0.207	
