date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:17.304	0.002	0.013	0.444	0.194	0.001	0.003	0.823	
0:0:17.375	0.002	0.012	0.442	0.194	0.001	0.003	0.976	
0:0:17.447	0.002	0.011	0.444	0.194	0.001	0.002	1.220	
0:0:17.514	0.002	0.010	0.444	0.194	0.001	0.002	1.389	
0:0:17.621	0.001	0.007	0.441	0.194	0.001	0.002	3.093	
0:0:17.701	0.001	0.006	0.439	0.194	0.001	0.002	4.527	
0:0:17.774	0.001	0.005	0.439	0.194	0.001	0.001	7.293	
0:0:17.840	0.001	0.005	0.439	0.194	0.001	0.001	9.287	
0:0:17.905	0.001	0.005	0.438	0.194	0.001	0.001	9.362	
0:0:17.972	0.001	0.005	0.437	0.194	0.001	0.001	7.934	
0:0:18.043	0.001	0.006	0.436	0.194	0.001	0.001	6.151	
0:0:18.105	0.001	0.008	0.435	0.194	0.001	0.002	2.777	
0:0:18.168	0.002	0.012	0.434	0.194	0.001	0.003	1.074	
0:0:18.230	0.002	0.017	0.433	0.194	0.002	0.004	0.494	
0:0:18.296	0.002	0.021	0.433	0.194	0.002	0.004	0.302	
0:0:18.359	0.003	0.022	0.433	0.194	0.003	0.005	0.254	
0:0:18.423	0.003	0.023	0.433	0.194	0.003	0.005	0.228	
0:0:18.485	0.003	0.023	0.433	0.194	0.003	0.005	0.225	
0:0:18.550	0.003	0.024	0.434	0.194	0.003	0.005	0.215	
0:0:18.622	0.003	0.024	0.435	0.194	0.003	0.005	0.218	
0:0:18.684	0.003	0.023	0.437	0.194	0.003	0.005	0.222	
0:0:18.747	0.003	0.023	0.438	0.194	0.003	0.005	0.226	
0:0:18.815	0.003	0.023	0.439	0.194	0.003	0.005	0.239	
0:0:18.881	0.003	0.022	0.440	0.194	0.003	0.005	0.245	
0:0:18.945	0.003	0.022	0.440	0.194	0.002	0.005	0.262	
0:0:19.007	0.003	0.021	0.440	0.194	0.002	0.005	0.264	
0:0:19.070	0.002	0.020	0.437	0.194	0.002	0.004	0.301	
0:0:19.134	0.002	0.021	0.431	0.194	0.002	0.005	0.297	
0:0:19.201	0.002	0.022	0.430	0.194	0.002	0.005	0.291	
0:0:19.274	0.002	0.024	0.428	0.194	0.002	0.005	0.319	
0:0:19.358	0.002	0.026	0.423	0.194	0.002	0.005	0.303	
0:0:19.420	0.003	0.027	0.423	0.194	0.002	0.005	0.281	
0:0:19.482	0.003	0.028	0.427	0.194	0.002	0.005	0.267	
0:0:19.548	0.003	0.028	0.429	0.194	0.003	0.005	0.247	
0:0:19.614	0.003	0.027	0.429	0.194	0.003	0.005	0.245	
0:0:19.682	0.003	0.026	0.430	0.194	0.003	0.005	0.238	
0:0:19.747	0.003	0.024	0.429	0.194	0.003	0.005	0.227	
0:0:19.811	0.003	0.023	0.429	0.194	0.003	0.005	0.221	
0:0:19.877	0.003	0.024	0.429	0.194	0.003	0.005	0.214	
0:0:19.953	0.003	0.024	0.429	0.194	0.003	0.005	0.211	
0:0:20.018	0.003	0.024	0.429	0.194	0.003	0.005	0.206	
0:0:20.081	0.003	0.024	0.428	0.194	0.003	0.005	0.204	
