date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:44.165	0.003	0.024	0.463	98.776	0.004	0.011	0.196	
0:0:44.227	0.003	0.024	0.466	98.776	0.004	0.011	0.196	
0:0:44.291	0.003	0.024	0.467	98.772	0.004	0.011	0.199	
0:0:44.356	0.003	0.023	0.472	98.758	0.004	0.013	0.205	
0:0:44.418	0.003	0.025	0.469	98.782	0.004	0.013	0.193	
0:0:44.481	0.003	0.024	0.474	98.780	0.004	0.013	0.197	
0:0:44.546	0.003	0.026	0.462	98.798	0.004	0.011	0.183	
0:0:44.610	0.003	0.028	0.458	98.810	0.004	0.011	0.174	
0:0:44.679	0.002	0.032	0.455	98.855	0.004	0.011	0.155	
0:0:44.744	0.002	0.037	0.455	98.897	0.005	0.011	0.138	
0:0:44.804	0.002	0.039	0.456	98.914	0.005	0.011	0.133	
0:0:44.868	0.002	0.039	0.455	98.910	0.005	0.011	0.133	
0:0:44.932	0.002	0.035	0.452	98.875	0.004	0.010	0.147	
0:0:44.994	0.002	0.032	0.452	98.856	0.004	0.009	0.155	
0:0:45.056	0.003	0.029	0.450	98.831	0.004	0.009	0.167	
0:0:45.121	0.002	0.031	0.450	98.845	0.004	0.008	0.161	
0:0:45.185	0.003	0.029	0.452	98.818	0.004	0.009	0.172	
0:0:45.250	0.003	0.028	0.450	98.803	0.004	0.009	0.177	
0:0:45.311	0.003	0.027	0.446	98.788	0.004	0.008	0.182	
0:0:45.374	0.003	0.027	0.444	98.798	0.004	0.008	0.180	
0:0:45.437	0.003	0.027	0.446	98.798	0.004	0.008	0.180	
0:0:45.499	0.003	0.027	0.448	98.795	0.004	0.009	0.182	
0:0:45.561	0.003	0.026	0.450	98.788	0.004	0.009	0.185	
0:0:45.623	0.003	0.026	0.448	98.778	0.003	0.009	0.187	
0:0:45.686	0.003	0.025	0.450	98.776	0.003	0.008	0.194	
0:0:45.760	0.003	0.024	0.452	98.771	0.003	0.008	0.197	
0:0:45.832	0.003	0.024	0.453	98.771	0.003	0.009	0.198	
0:0:45.898	0.003	0.023	0.454	98.757	0.003	0.009	0.201	
0:0:45.962	0.003	0.022	0.455	98.743	0.003	0.010	0.207	
0:0:46.027	0.003	0.021	0.457	98.720	0.003	0.010	0.214	
0:0:46.091	0.003	0.021	0.462	98.707	0.003	0.010	0.216	
0:0:46.155	0.003	0.021	0.463	98.686	0.003	0.011	0.220	
0:0:46.218	0.003	0.022	0.456	98.668	0.003	0.010	0.213	
0:0:46.282	0.003	0.021	0.461	98.675	0.003	0.010	0.215	
0:0:46.344	0.003	0.021	0.462	98.647	0.003	0.011	0.215	
0:0:46.416	0.003	0.021	0.473	98.666	0.004	0.011	0.219	
0:0:46.480	0.003	0.021	0.481	98.708	0.004	0.011	0.218	
0:0:46.542	0.003	0.023	0.485	98.752	0.004	0.012	0.208	
0:0:46.605	0.003	0.022	0.491	98.750	0.004	0.012	0.211	
0:0:46.667	0.003	0.021	0.508	98.763	0.004	0.012	0.217	
0:0:46.730	0.003	0.020	0.518	98.751	0.004	0.013	0.224	
0:0:46.795	0.003	0.020	0.511	98.756	0.004	0.012	0.224	
0:0:46.856	0.003	0.020	0.508	98.755	0.004	0.011	0.225	
0:0:46.922	0.003	0.021	0.498	98.762	0.004	0.010	0.221	
0:0:46.984	0.003	0.021	0.495	98.762	0.004	0.010	0.218	
0:0:47.046	0.003	0.021	0.487	98.748	0.004	0.010	0.222	
0:0:47.126	0.003	0.021	0.486	98.750	0.004	0.010	0.221	
0:0:47.195	0.003	0.022	0.477	98.760	0.004	0.009	0.213	
0:0:47.257	0.003	0.023	0.471	98.774	0.004	0.009	0.207	
0:0:47.319	0.003	0.024	0.462	98.779	0.004	0.009	0.200	
0:0:47.382	0.003	0.025	0.457	98.788	0.004	0.008	0.194	
0:0:47.441	0.003	0.026	0.450	98.790	0.003	0.008	0.190	
0:0:47.504	0.003	0.026	0.447	98.796	0.003	0.007	0.186	
0:0:47.567	0.003	0.027	0.442	98.798	0.003	0.007	0.183	
0:0:47.634	0.003	0.028	0.439	98.812	0.004	0.007	0.175	
0:0:47.696	0.002	0.030	0.436	98.830	0.004	0.007	0.166	
0:0:47.760	0.002	0.031	0.435	98.835	0.004	0.007	0.163	
0:0:47.823	0.003	0.030	0.435	98.823	0.004	0.007	0.168	
0:0:47.887	0.003	0.028	0.436	98.808	0.003	0.007	0.175	
0:0:47.957	0.003	0.028	0.437	98.802	0.003	0.007	0.178	
0:0:48.034	0.003	0.028	0.439	98.799	0.003	0.007	0.178	
0:0:48.106	0.002	0.031	0.444	98.832	0.004	0.007	0.161	
0:0:48.175	0.003	0.030	0.439	98.820	0.004	0.007	0.166	
0:0:48.241	0.003	0.029	0.438	98.800	0.004	0.007	0.174	
0:0:48.301	0.003	0.029	0.438	98.806	0.004	0.007	0.173	
0:0:48.363	0.002	0.031	0.437	98.828	0.004	0.007	0.162	
0:0:48.431	0.002	0.031	0.438	98.835	0.004	0.007	0.161	
0:0:48.493	0.002	0.032	0.441	98.844	0.004	0.007	0.158	
0:0:48.558	0.002	0.034	0.442	98.860	0.004	0.008	0.152	
0:0:48.621	0.003	0.030	0.447	98.832	0.004	0.008	0.167	
0:0:48.688	0.002	0.030	0.445	98.835	0.004	0.008	0.165	
0:0:48.767	0.003	0.030	0.445	98.831	0.004	0.009	0.167	
0:0:48.842	0.003	0.028	0.447	98.813	0.004	0.010	0.177	
0:0:48.920	0.003	0.028	0.446	98.808	0.004	0.010	0.179	
0:0:48.992	0.003	0.028	0.444	98.812	0.004	0.010	0.177	
0:0:49.072	0.003	0.027	0.444	98.805	0.004	0.010	0.181	
0:0:49.142	0.003	0.027	0.444	98.796	0.003	0.009	0.185	
0:0:49.215	0.003	0.026	0.442	98.786	0.003	0.009	0.190	
0:0:49.285	0.003	0.025	0.444	98.781	0.003	0.010	0.193	
0:0:49.351	0.003	0.025	0.447	98.781	0.003	0.010	0.194	
0:0:49.423	0.003	0.025	0.447	98.775	0.003	0.011	0.197	
0:0:49.488	0.003	0.025	0.445	98.772	0.003	0.010	0.195	
0:0:49.587	0.003	0.025	0.447	98.769	0.003	0.008	0.195	
0:0:49.653	0.003	0.024	0.461	98.763	0.004	0.007	0.203	
0:0:49.714	0.003	0.021	0.502	98.759	0.004	0.007	0.227	
0:0:49.782	0.003	0.015	0.606	98.762	0.005	0.006	0.288	
0:0:49.845	0.004	0.011	0.720	98.748	0.007	0.006	0.376	
0:0:49.909	0.004	0.008	0.892	98.749	0.010	0.006	0.512	
0:0:49.993	0.006	0.004	1.378	98.746	0.020	0.005	0.955	
